         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.002    0.001 scrollview.py:525(__init__)
      355    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
     1230    0.002    0.000    0.002    0.000 weakmethod.py:23(__init__)
      594    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
     3029    0.001    0.000    0.002    0.000 {built-in method builtins.max}
      407    0.001    0.000    0.002    0.000 {method 'create_trigger' of 'kivy._clock.CyClockBase' objects}
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
       12    0.001    0.000    0.002    0.000 boxlayout.py:303(do_layout)
      395    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
      284    0.000    0.000    0.002    0.000 function_base.py:475(add_newdoc)
       28    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
     5922    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
    12260    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.002    0.002 scrollview.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
      280    0.002    0.000    0.002    0.000 window_sdl2.py:471(_fix_mouse_pos)
      668    0.002    0.000    0.002    0.000 {kivy.graphics.texture.texture_create}
     1117    0.002    0.000    0.002    0.000 {method 'findall' of 're.Pattern' objects}
      567    0.001    0.000    0.002    0.000 button.py:154(on_touch_move)
       18    0.000    0.000    0.002    0.000 scrollview.py:936(on_touch_up)
      685    0.001    0.000    0.002    0.000 cache.py:115(get)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        2    0.000    0.000    0.002    0.001 parser.py:523(strip_comments)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
      215    0.000    0.000    0.002    0.000 motionevent.py:414(apply_transform_2d)
       39    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 logger.py:192(_configure)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
       18    0.000    0.000    0.002    0.000 scrollview.py:957(on_scroll_stop)
       18    0.000    0.000    0.002    0.000 scrollview.py:672(on_touch_down)
     1344    0.002    0.000    0.002    0.000 __init__.py:323(resolve_font_name)
      739    0.002    0.000    0.002    0.000 clock.py:723(_check_ready)
       18    0.000    0.000    0.002    0.000 scrollview.py:683(on_scroll_start)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.002    0.002 classes.py:4(<module>)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
  305/293    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
      248    0.001    0.000    0.002    0.000 animation.py:362(<listcomp>)
      276    0.000    0.000    0.002    0.000 PngImagePlugin.py:151(read)
       39    0.000    0.000    0.002    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.002    0.002 ImageFont.py:28(<module>)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 text_sdl2.py:1(<module>)
      795    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      477    0.001    0.000    0.002    0.000 doubletap.py:68(process)
      868    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.002    0.002 img_sdl2.py:1(<module>)
      730    0.002    0.000    0.002    0.000 classes.py:349(__init__)
        1    0.000    0.000    0.002    0.002 compat.py:1(<module>)
      612    0.001    0.000    0.002    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.002    0.002 wm_touch.py:1(<module>)
     1805    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      477    0.001    0.000    0.002    0.000 window_sdl2.py:120(update)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:19(<module>)
      332    0.001    0.000    0.002    0.000 functools.py:35(update_wrapper)
        4    0.000    0.000    0.002    0.000 __init__.py:340(__init__)
      668    0.001    0.000    0.002    0.000 {method 'add_reload_observer' of 'kivy.graphics.texture.Texture' objects}
      222    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
      970    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FF8D7C2CC60}
       90    0.001    0.000    0.002    0.000 mouse.py:230(on_mouse_motion)
      868    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:112(release)
      827    0.001    0.000    0.002    0.000 ImagePalette.py:38(__init__)
    12347    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
      968    0.001    0.000    0.001    0.000 serialize.py:160(calculate_variables)
     2837    0.001    0.000    0.001    0.000 sre_parse.py:254(get)
        3    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
      152    0.001    0.000    0.001    0.000 image.py:205(get_norm_image_size)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
     3145    0.001    0.000    0.001    0.000 factory.py:138(__getattr__)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1019(load_module)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:852(load_module)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:262(_load_module_shim)
      110    0.000    0.000    0.001    0.000 PngImagePlugin.py:888(load_read)
      183    0.001    0.000    0.001    0.000 cache.py:63(append)
        1    0.000    0.000    0.001    0.001 touchripple.py:1(<module>)
       31    0.000    0.000    0.001    0.000 ImagePalette.py:177(raw)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
      215    0.001    0.000    0.001    0.000 motionevent.py:407(pop)
      359    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
       13    0.001    0.000    0.001    0.000 __init__.py:345(namedtuple)
      878    0.001    0.000    0.001    0.000 label.py:351(_trigger_texture_update)
      385    0.000    0.000    0.001    0.000 __init__.py:360(get_system_fonts_dir)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       91    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:701(_load)
     4334    0.001    0.000    0.001    0.000 classes.py:594(code)
     6090    0.001    0.000    0.001    0.000 {built-in method kivy.properties.dpi2px}
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
      129    0.001    0.000    0.001    0.000 sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.001    0.001 pkgutil.py:505(extend_path)
       12    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
      338    0.000    0.000    0.001    0.000 parser.py:224(__init__)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
     4342    0.001    0.000    0.001    0.000 codecs.py:260(__init__)
      395    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:160(__exit__)
       28    0.000    0.000    0.001    0.000 logger.py:226(_write_message)
 1140/282    0.001    0.000    0.001    0.000 widget.py:955(to_widget)
        1    0.000    0.000    0.001    0.001 wm_common.py:1(<module>)
      477    0.000    0.000    0.001    0.000 clock.py:742(pre_idle)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
 5412/936    0.001    0.000    0.001    0.000 treeview.py:398(iterate_open_nodes)
     1510    0.001    0.000    0.001    0.000 classes.py:656(__init__)
      718    0.000    0.000    0.001    0.000 re.py:198(search)
      428    0.001    0.000    0.001    0.000 builder.py:745(match)
      256    0.001    0.000    0.001    0.000 style.kv:1004(<module>)
      215    0.000    0.000    0.001    0.000 motionevent.py:399(push)
     1039    0.001    0.000    0.001    0.000 style.kv:250(<module>)
        1    0.000    0.000    0.001    0.001 config.py:437(read)
      106    0.001    0.000    0.001    0.000 {method 'blit_data' of 'kivy.graphics.texture.Texture' objects}
      227    0.001    0.000    0.001    0.000 enum.py:88(__setitem__)
       28    0.000    0.000    0.001    0.000 __init__.py:1550(makeRecord)
        4    0.000    0.000    0.001    0.000 os.py:344(_walk)
      477    0.001    0.000    0.001    0.000 mouse.py:296(update)
      169    0.001    0.000    0.001    0.000 style.kv:993(<module>)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
      377    0.001    0.000    0.001    0.000 treeview.py:296(add_node)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
      194    0.000    0.000    0.001    0.000 PngImagePlugin.py:183(call)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
      730    0.001    0.000    0.001    0.000 classes.py:427(__init__)
     1813    0.001    0.000    0.001    0.000 widget.py:1114(get_center_x)
     1129    0.001    0.000    0.001    0.000 style.kv:8(<module>)
       28    0.000    0.000    0.001    0.000 __init__.py:282(__init__)
       40    0.000    0.000    0.001    0.000 abc.py:105(__new__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tuio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:679(read)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      115    0.000    0.000    0.001    0.000 re.py:188(match)
      448    0.001    0.000    0.001    0.000 ntpath.py:124(splitdrive)
      214    0.001    0.000    0.001    0.000 parser.py:590(<listcomp>)
      293    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        1    0.000    0.000    0.001    0.001 windows_utils.py:1(<module>)
       28    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedRandom' objects}
      106    0.001    0.000    0.001    0.000 text_sdl2.py:43(_render_begin)
       57    0.000    0.000    0.001    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.001    0.001 treeview.py:280(__init__)
     1254    0.001    0.000    0.001    0.000 style.kv:252(<module>)
     3787    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
      973    0.001    0.000    0.001    0.000 style.kv:235(<module>)
        1    0.000    0.000    0.001    0.001 img_dds.py:1(<module>)
     3343    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
       28    0.001    0.000    0.001    0.000 inspect.py:626(cleandoc)
     2328    0.001    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.001    0.001 utils.py:313(<dictcomp>)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        2    0.000    0.000    0.001    0.000 factory.py:1(<module>)
  294/147    0.000    0.000    0.001    0.000 utils.py:113(get_color_from_hex)
      477    0.001    0.000    0.001    0.000 tripletap.py:72(process)
        1    0.000    0.000    0.001    0.001 __init__.py:439(StrFormatStyle)
     1782    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        6    0.000    0.000    0.001    0.000 layout.py:70(__init__)
        6    0.000    0.000    0.001    0.000 pkgutil.py:111(iter_modules)
      235    0.000    0.000    0.001    0.000 re.py:223(split)
      972    0.001    0.000    0.001    0.000 style.kv:9(<module>)
        1    0.000    0.000    0.001    0.001 img_ffpyplayer.py:1(<module>)
       90    0.000    0.000    0.001    0.000 motionevent.py:344(move)
       56    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
      902    0.001    0.000    0.001    0.000 Image.py:2644(_check_size)
      477    0.001    0.000    0.001    0.000 {method '_release_references' of 'kivy._clock.CyClockBase' objects}
      429    0.001    0.000    0.001    0.000 base.py:133(ensure_window)
     1877    0.001    0.000    0.001    0.000 widget.py:1129(get_center_y)
       44    0.000    0.000    0.001    0.000 core.py:132(get_object_signature)
     6408    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1222    0.001    0.000    0.001    0.000 {method '__exit__' of 'kivy.graphics.instructions.CanvasBase' objects}
     8676    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
      320    0.001    0.000    0.001    0.000 {kivy.graphics.opengl.glClearColor}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
      577    0.001    0.000    0.001    0.000 style.kv:246(<module>)
        1    0.000    0.000    0.001    0.001 dampedscroll.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
      115    0.000    0.000    0.001    0.000 {method 'bind' of 'kivy._event.EventDispatcher' objects}
        1    0.000    0.000    0.001    0.001 app.py:915(_run_prepare)
      215    0.001    0.000    0.001    0.000 motionevent.py:404(<listcomp>)
       26    0.000    0.000    0.001    0.000 core.py:6755(getdoc)
     3020    0.001    0.000    0.001    0.000 {method 'putpalettealphas' of 'ImagingCore' objects}
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       77    0.000    0.000    0.001    0.000 parser.py:293(_detect_selectors)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      276    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
  437/142    0.001    0.000    0.001    0.000 sre_parse.py:174(getwidth)
      295    0.001    0.000    0.001    0.000 wm_touch.py:147(_mouse_handler)
       14    0.000    0.000    0.001    0.000 scrollview.py:1137(_bind_inactive_bar_color)
     2591    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:27(<module>)
      719    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
     8967    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
